run_id,completed_epochs,training_task_loss,gradient_norm_p50,gradient_norm_p95,clip_fraction,successful_updates,overflows,rows
tr-0afe8e4fc09b,60,0.42866114975884556,2.411275029182434,6.893067836761474,1.0,100,0,100
tr-624db235c913,1,1.4666382716223598,8.987757205963135,27.02337408065795,1.0,98,2,100
tr-624db235c913,2,1.0254717320948838,7.710243225097656,29.85953683853149,1.0,100,0,100
tr-624db235c913,3,0.9161458370275796,7.142649412155151,25.31342706680298,1.0,100,0,100
tr-624db235c913,4,0.8599992278032005,7.5102386474609375,29.75053129196166,1.0,100,0,100
tr-624db235c913,5,0.8035512597486377,6.6685895919799805,20.024860000610353,1.0,100,0,100
tr-624db235c913,6,0.8187193911522627,6.168838977813721,17.498846817016602,1.0,100,0,100
tr-624db235c913,7,0.7393979195132852,5.260422706604004,16.63436298370361,0.99,100,0,100
tr-624db235c913,8,0.7321337380260229,4.749432325363159,16.999536609649656,1.0,100,0,100
tr-624db235c913,9,0.6849213633686304,4.824965238571167,16.566474533081053,1.0,100,0,100
tr-624db235c913,10,0.6923834766447544,4.6265857219696045,17.649248504638667,1.0,100,0,100
tr-624db235c913,11,0.6430440643057227,4.664919853210449,13.177531623840327,0.98,100,0,100
tr-624db235c913,12,0.6320185021869839,3.9725619554519653,14.504980802536009,1.0,100,0,100
tr-624db235c913,13,0.6009237601235509,4.37900972366333,9.79975881576538,1.0,100,0,100
tr-624db235c913,14,0.6331872188858688,4.2725114822387695,12.45807781219482,0.98,100,0,100
tr-624db235c913,15,0.583407421875745,3.6850394010543823,10.790255928039551,1.0,100,0,100
tr-624db235c913,16,0.61463712843135,4.205500841140747,11.830528974533081,0.99,100,0,100
tr-624db235c913,17,0.5683123774640262,3.5321232080459595,14.575880527496336,1.0,100,0,100
tr-624db235c913,18,0.5342009065672755,3.6436485052108765,10.699185037612915,1.0,100,0,100
tr-624db235c913,19,0.5882837775535882,3.421027421951294,11.97671871185302,1.0,100,0,100
tr-624db235c913,20,0.5744890320301056,3.6609644889831543,11.723970651626587,1.0,100,0,100
tr-624db235c913,21,0.5692418107017875,3.4067132472991943,10.054249382019043,0.98989898989899,99,1,100
tr-624db235c913,22,0.5304190319404006,3.630093812942505,15.586817169189452,1.0,100,0,100
tr-624db235c913,23,0.5045605544559657,4.862718343734741,23.712696647644012,1.0,98,2,100
tr-624db235c913,24,0.5365371685102582,3.5702816247940063,13.903826379776,0.99,100,0,100
tr-624db235c913,25,0.4994245814625174,3.6305761337280273,18.578256130218502,1.0,100,0,100
tr-624db235c913,26,0.5161946002207697,4.302567958831787,17.716168403625485,1.0,100,0,100
tr-624db235c913,27,0.47992786617949607,4.2683186531066895,15.899411487579332,1.0,100,0,100
tr-624db235c913,28,0.5364900546334684,4.307839393615723,14.335641098022462,1.0,100,0,100
tr-624db235c913,29,0.5186806819401681,3.4524649381637573,12.696973896026613,1.0,100,0,100
tr-624db235c913,30,0.488130714725703,3.544698119163513,10.204404592514038,1.0,100,0,100
tr-624db235c913,31,0.5049810367356986,3.2547123432159424,10.769504451751693,1.0,100,0,100
tr-624db235c913,32,0.48567575108259914,3.337231755256653,10.006281614303585,1.0,100,0,100
tr-624db235c913,33,0.4889215464517474,3.189675807952881,10.116403961181632,1.0,100,0,100
tr-624db235c913,34,0.4662585345841944,3.495080590248108,8.689146375656128,1.0,100,0,100
tr-624db235c913,35,0.5000476441904902,3.338620901107788,13.650515651702875,1.0,100,0,100
tr-624db235c913,36,0.46813237443566325,3.571664571762085,13.659494304656983,1.0,100,0,100
tr-624db235c913,37,0.4822477599047124,3.807944893836975,17.820660305023193,1.0,100,0,100
tr-624db235c913,38,0.45746868336573243,3.2326866388320923,15.42677431106566,1.0,100,0,100
tr-624db235c913,39,0.4382458128221333,3.7470295429229736,21.238684844970702,1.0,100,0,100
tr-624db235c913,40,0.4508938388340175,4.601127862930298,17.85760097503662,1.0,100,0,100
tr-624db235c913,41,0.4590037066861987,4.229506969451904,22.957893276214598,1.0,100,0,100
tr-624db235c913,42,0.45933219565078615,4.395886659622192,20.393221378326416,1.0,100,0,100
tr-624db235c913,43,0.44351585302501917,4.08490777015686,22.396155357360836,1.0,100,0,100
tr-624db235c913,44,0.4636687497608364,3.6368675231933594,15.073505496978742,1.0,100,0,100
tr-624db235c913,45,0.4342865217477083,3.848142623901367,21.682151794433594,1.0,100,0,100
tr-624db235c913,46,0.4551896347478032,3.647575616836548,13.913438510894775,1.0,99,1,100
tr-624db235c913,47,0.4326562683843076,3.6452356576919556,12.8846471786499,1.0,100,0,100
tr-624db235c913,48,0.42404246907681226,3.684072732925415,16.440028667449948,1.0,100,0,100
tr-624db235c913,49,0.423506997609511,3.3288516998291016,16.791301250457757,0.99,100,0,100
tr-624db235c913,50,0.42604048080742357,3.392648696899414,12.65220890045166,1.0,100,0,100
tr-624db235c913,51,0.4108925579302013,3.4293261766433716,17.324444866180414,1.0,100,0,100
tr-624db235c913,52,0.4187262831628323,3.494221568107605,21.12343168258666,1.0,100,0,100
tr-624db235c913,53,0.4078776776138693,3.240877628326416,15.026990365982051,1.0,100,0,100
tr-624db235c913,54,0.4105119981989265,3.191626191139221,12.012625408172607,1.0,100,0,100
tr-624db235c913,55,0.42579084863886235,3.2501085996627808,11.626864099502562,1.0,100,0,100
tr-1d7d835dcbe2,1,1.4772634011879564,8.870952129364014,29.19366512298583,1.0,98,2,100
tr-1d7d835dcbe2,2,1.1303449452668428,7.303614854812622,28.899859237670892,1.0,100,0,100
tr-1d7d835dcbe2,3,1.0294557721726596,7.573671579360962,24.917892074584962,1.0,100,0,100
tr-1d7d835dcbe2,4,1.0160636622458696,6.851927995681763,29.610376358032223,1.0,100,0,100
tr-1d7d835dcbe2,5,0.9455126797035337,6.526571273803711,20.462481021881104,1.0,100,0,100
tr-1d7d835dcbe2,6,0.9495060156658292,6.491269588470459,20.465043449401854,1.0,99,1,100
tr-1d7d835dcbe2,7,0.8910214852541685,6.1920177936553955,18.909760951995843,1.0,100,0,100
tr-1d7d835dcbe2,8,0.8661537906527519,5.265527725219727,14.552493906021109,1.0,100,0,100
tr-1d7d835dcbe2,9,0.8507210271060467,4.467562437057495,14.604711341857906,1.0,100,0,100
tr-1d7d835dcbe2,10,0.9170437583327293,5.550779581069946,19.971006011962885,1.0,100,0,100
tr-1d7d835dcbe2,11,0.8707722300291061,5.089622259140015,16.108260250091547,1.0,100,0,100
tr-1d7d835dcbe2,12,0.8420396269112825,5.018601417541504,14.648601770401001,1.0,100,0,100
tr-1d7d835dcbe2,13,0.7997851860523224,4.8592236042022705,17.130439758300778,1.0,100,0,100
tr-1d7d835dcbe2,14,0.823673101104796,4.667047500610352,19.847263717651366,1.0,100,0,100
tr-1d7d835dcbe2,15,0.8132806058973074,5.926418304443359,22.712603759765596,0.98989898989899,99,1,100
tr-1d7d835dcbe2,16,0.8575693720206619,6.268029689788818,35.59887580871582,1.0,100,0,100
tr-1d7d835dcbe2,17,0.7731466726213694,5.950957298278809,49.58873558044432,1.0,99,1,100
tr-1d7d835dcbe2,18,0.7404769870266318,6.39086389541626,61.66073112487793,1.0,99,1,100
tr-1d7d835dcbe2,19,0.7627695225924254,8.355733394622803,66.98289833068846,0.99,100,0,100
tr-1d7d835dcbe2,20,0.7805991088412703,13.091150760650635,111.7086242675781,1.0,100,0,100
tr-1d7d835dcbe2,21,0.7882656057178974,9.16083812713623,83.75745582580566,1.0,100,0,100
tr-1d7d835dcbe2,22,0.7525354924611747,10.067914485931396,80.71666870117184,1.0,100,0,100
tr-1d7d835dcbe2,23,0.7491898463852703,9.7425856590271,126.21077346801744,1.0,100,0,100
tr-1d7d835dcbe2,24,0.7517694311589003,9.60595178604126,105.9098628997802,1.0,100,0,100
tr-5789d4417b4b,1,1.4227007547020911,8.558229446411133,25.598547554016086,1.0,98,2,100
tr-5789d4417b4b,2,1.0381720565259456,7.7479588985443115,29.11527118682861,1.0,100,0,100
tr-5789d4417b4b,3,0.944214238319546,7.5370471477508545,24.285422706604002,1.0,100,0,100
tr-5789d4417b4b,4,0.8677133420854807,7.209772825241089,23.110453224182116,1.0,100,0,100
tr-5789d4417b4b,5,0.8279579399898648,6.77286696434021,22.54384117126465,1.0,100,0,100
tr-5789d4417b4b,6,0.8305510228872299,6.448155879974365,15.80187463760375,0.99,100,0,100
tr-5789d4417b4b,7,0.7469026490300894,5.152626991271973,16.781702041625966,0.99,100,0,100
tr-5789d4417b4b,8,0.7356206268072129,5.179234504699707,15.728014707565308,1.0,100,0,100
tr-5789d4417b4b,9,0.6714344437420369,4.7086710929870605,12.680046653747555,1.0,100,0,100
tr-5789d4417b4b,10,0.6992860646918416,4.825556755065918,12.026714801788327,1.0,100,0,100
tr-5789d4417b4b,11,0.6406166236288846,4.171344518661499,14.250881004333495,0.99,100,0,100
tr-5789d4417b4b,12,0.6201799194701016,3.8249266147613525,11.158907079696647,1.0,100,0,100
tr-5789d4417b4b,13,0.6029726469516754,4.311397314071655,11.96307969093322,0.99,100,0,100
tr-5789d4417b4b,14,0.6301849521696568,3.9484291076660156,15.482435798645014,1.0,99,1,100
tr-5789d4417b4b,15,0.5842656042799353,4.051071643829346,11.529325866699219,1.0,100,0,100
tr-5789d4417b4b,16,0.6247751054167747,4.435922384262085,12.7432578086853,1.0,100,0,100
tr-5789d4417b4b,17,0.5678301611728966,3.3088890314102173,10.818357419967649,1.0,100,0,100
tr-5789d4417b4b,18,0.5480188139155507,3.4616233110427856,12.124025106430054,0.99,100,0,100
tr-5789d4417b4b,19,0.5832420025207102,3.7472689151763916,14.449435091018673,1.0,100,0,100
tr-5789d4417b4b,20,0.5654314297810197,3.4773114919662476,12.254039192199706,1.0,100,0,100
tr-712c0b6470f4,1,1.4375902863964438,8.407376289367676,28.402030754089353,1.0,98,2,100
tr-712c0b6470f4,2,1.0552441119402647,7.8953986167907715,29.33277425765991,1.0,100,0,100
tr-712c0b6470f4,3,0.9787350909784436,7.634062051773071,23.758943653106684,1.0,100,0,100
tr-712c0b6470f4,4,0.9323034177720547,7.430808782577515,25.336999988555906,1.0,100,0,100
tr-712c0b6470f4,5,0.8434794651344418,6.738906145095825,19.77243375778198,1.0,100,0,100
tr-712c0b6470f4,6,0.8859970805421472,6.2830970287323,16.78439416885376,1.0,100,0,100
tr-712c0b6470f4,7,0.8068018990382552,6.201652526855469,19.045076751708972,1.0,99,1,100
tr-712c0b6470f4,8,0.8159788954630494,7.227550029754639,24.70086441040038,0.99,100,0,100
tr-712c0b6470f4,9,0.761973501779139,6.056384086608887,30.221885490417474,1.0,99,1,100
tr-712c0b6470f4,10,0.8146500215120613,6.348170280456543,35.93974571228025,1.0,99,1,100
tr-712c0b6470f4,11,0.7604673592746258,6.464994668960571,30.363289928436274,0.99,100,0,100
tr-712c0b6470f4,12,0.7690695975162088,6.57755970954895,25.545708370208732,1.0,100,0,100
tr-712c0b6470f4,13,0.7343531013280153,5.134942293167114,15.889114856719967,1.0,100,0,100
tr-712c0b6470f4,14,0.7544852009788156,4.777653932571411,16.197488403320307,1.0,100,0,100
tr-712c0b6470f4,15,0.726308078467846,4.207128047943115,16.35539302825928,1.0,100,0,100
tr-712c0b6470f4,16,0.7793075279146433,4.562657594680786,17.048501873016356,1.0,100,0,100
tr-712c0b6470f4,17,0.7048771714232862,4.423883676528931,15.258198833465576,1.0,100,0,100
tr-712c0b6470f4,18,0.6897152958996594,4.003854990005493,14.352978229522702,0.99,100,0,100
tr-712c0b6470f4,19,0.7193201809749007,4.064395427703857,15.691935682296752,1.0,100,0,100
tr-712c0b6470f4,20,0.7138861122727395,4.015792369842529,14.939205455780028,1.0,100,0,100
tr-7e78e2a74eee,1,1.4306730256229638,8.634122848510742,26.41742372512815,1.0,98,2,100
tr-7e78e2a74eee,2,1.028419395685196,7.547121047973633,28.804922103881832,1.0,100,0,100
tr-7e78e2a74eee,3,0.9374258591979742,7.853804111480713,24.838563251495355,1.0,100,0,100
tr-7e78e2a74eee,4,0.8677437910437584,6.59965705871582,21.40025444030761,1.0,99,1,100
tr-7e78e2a74eee,5,0.8131073665618896,6.8915934562683105,22.054086303710935,1.0,100,0,100
tr-7e78e2a74eee,6,0.79322878472507,5.789586067199707,14.308255100250237,1.0,100,0,100
tr-7e78e2a74eee,7,0.7329809685796499,5.379010438919067,17.40005741119384,0.98,100,0,100
tr-7e78e2a74eee,8,0.7369835121184587,4.906146764755249,17.952397060394286,1.0,100,0,100
tr-7e78e2a74eee,9,0.6621892106905579,4.634745359420776,15.214123916625976,1.0,100,0,100
tr-7e78e2a74eee,10,0.6991572300717235,5.298324108123779,18.617864704132074,1.0,100,0,100
tr-7e78e2a74eee,11,0.6372062636166811,5.047447919845581,13.391394281387324,0.99,100,0,100
tr-7e78e2a74eee,12,0.6296960646286607,3.8364219665527344,15.005420684814448,1.0,100,0,100
tr-7e78e2a74eee,13,0.6004409993812442,4.397806406021118,10.596398067474365,1.0,100,0,100
tr-7e78e2a74eee,14,0.631981309466064,4.333759069442749,14.981235647201538,1.0,100,0,100
tr-7e78e2a74eee,15,0.5740352228656411,3.798595428466797,10.373648786544798,1.0,100,0,100
tr-7e78e2a74eee,16,0.6077370733208954,4.135257720947266,11.77982439994812,0.99,100,0,100
tr-7e78e2a74eee,17,0.564652966670692,3.3221006393432617,15.315197324752807,1.0,100,0,100
